UID,Ano_Criacao,Sigla_IF,Nome_IF,Campus_IF,Tipo_Unidade,Regioes,UF,Municipio,Endereco_Padronizado,CEP,Telefone,E-mail,Site,Dirigente,Fonte
ifma_campus_pedreiras,2013,IFMA,Instituto Federal do Maranhão,Campus Pedreiras,Campus,Nordeste,MA,Pedreiras,"Rodovia MA 381, Km 0, Diogo, Pedreiras, MA, 65725-000",65725-000,(99) 98414-1592,campus.pedreiras@ifma.edu.br,https://portal.ifma.edu.br/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/maranhao
ifma_campus_pinheiro,2010,IFMA,Instituto Federal do Maranhão,Campus Pinheiro,Campus,Nordeste,MA,Pinheiro,"Estrada de Pacas, KM-04, nº 05, Enseada, Pinheiro, MA, 65200-000",65200-000,(98) 98461-3713,pinheiro@ifma.edu.br,https://portal.ifma.edu.br/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/maranhao
ifma_campus_presidente_dutra,2020,IFMA,Instituto Federal do Maranhão,Campus Presidente Dutra,Campus,Nordeste,MA,Presidente Dutra,"BR 226, Km 207, s/n, Pedra Branca, sentido Barra do Corda, Presidente Dutra, MA, 65760-000",65760-000,(98) 98403-2356,None,https://portal.ifma.edu.br/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/maranhao
ifma_campus_santa_ines,2010,IFMA,Instituto Federal do Maranhão,Campus Santa Inês,Campus,Nordeste,MA,Santa Inês,"Rodovia BR-316, s/n, Canaã, Santa Inês, MA, 65300-000",65300-000,(98) 98461-3713,santaines@ifma.edu.br,https://portal.ifma.edu.br/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/maranhao
ifma_campus_sao_joao_dos_patos,2010,IFMA,Instituto Federal do Maranhão,Campus São João dos Patos,Campus,Nordeste,MA,São João dos Patos,"Rua Padre Santiago, s/n, Bairro Santiago, São João dos Patos, MA, 65665-000",65665-000,(99) 98411-9967,campus.sjpatos@ifma.edu.br,https://portal.ifma.edu.br/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/maranhao
ifma_campus_sao_jose_de_ribamar,2014,IFMA,Instituto Federal do Maranhão,Campus São José de Ribamar,Campus,Nordeste,MA,São José de Ribamar,"Rodovia MA 201, Km 12, s/n, Piçarreira, São José de Ribamar, MA, 65110-000",65110-000,(98) 98413-8722,sjribamar@ifma.edu.br,https://portal.ifma.edu.br/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/maranhao
ifma_campus_sao_luis_centro_historico,2010,IFMA,Instituto Federal do Maranhão,Campus São Luís Centro Histórico,Campus,Nordeste,MA,São Luís,"Rua Afonso Pena, nº 174, Centro Histórico, São Luís, MA, 65010-030",65010-030,(98) 98567-6268,centrohistorico@ifma.edu.br,https://portal.ifma.edu.br/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/maranhao
ifma_campus_sao_luis_maracana,1947,IFMA,Instituto Federal do Maranhão,Campus São Luís Maracanã,Campus,Nordeste,MA,São Luís,"Avenida dos Curiós, s/n, Vila Esperança, São Luís, MA, 65095-460",65095-460,(98) 3313-8585,gabinete.maracana@ifma.edu.br,https://portal.ifma.edu.br/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/maranhao
ifma_campus_sao_luis_monte_castelo,1909,IFMA,Instituto Federal do Maranhão,Campus São Luís Monte Castelo,Campus,Nordeste,MA,São Luís,"Avenida Getúlio Vargas, nº 04, Monte Castelo, São Luís, MA, 65030-005",65030-005,(98) 3261-9800,gabinetedrg@ifma.edu.br,https://portal.ifma.edu.br/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/maranhao
ifma_campus_sao_raimundo_das_mangabeiras,2010,IFMA,Instituto Federal do Maranhão,Campus São Raimundo das Mangabeiras,Campus,Nordeste,MA,São Raimundo das Mangabeiras,"Rodovia BR 230, Km 319, Zona Rural, São Raimundo das Mangabeiras, MA, 65840-000",65840-000,(99) 3532-1804,campus.mangabeiras@ifma.edu.br,https://portal.ifma.edu.br/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/maranhao
ifma_campus_timon,2010,IFMA,Instituto Federal do Maranhão,Campus Timon,Campus,Nordeste,MA,Timon,"Avenida Luís Firmino de Sousa, nº 3907, Vila Bandeirantes, Timon, MA, 65635-468",65635-468,(99) 98422-5797,drg.timon@ifma.edu.br,https://portal.ifma.edu.br/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/maranhao
ifma_campus_viana,2014,IFMA,Instituto Federal do Maranhão,Campus Viana,Campus,Nordeste,MA,Viana,"Rodovia MA 014, Km 48, Povoado São Pedro, Viana, MA, 65215-000",65215-000,(98) 98402-4144,gabinete.viana@ifma.edu.br,https://portal.ifma.edu.br/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/maranhao
ifma_campus_vitorino_freire,,IFMA,Instituto Federal do Maranhão,Campus Vitorino Freire,Campus,Nordeste,MA,Vitorino Freire,"MA 119, s/n, Lote 05, Zona Rural, Vitorino Freire, MA, 65320-000",65320-000,(98) 98402-6136,drg.vitorinofreire@ifma.edu.br,https://portal.ifma.edu.br/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/maranhao
ifma_campus_ze_doca,2006,IFMA,Instituto Federal do Maranhão,Campus Zé Doca,Campus,Nordeste,MA,Zé Doca,"Rua da Tecnologia, nº 215, Vila Amorim, Zé Doca, MA, 65365-000",65365-000,(98) 98427-9683,zedoca@ifma.edu.br,https://portal.ifma.edu.br/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/maranhao
ifmt_reitoria_do_instituto_federal_do_mato_grosso,,IFMT,Instituto Federal de Mato Grosso,Reitoria do Instituto Federal do Mato Grosso,Reitoria,Centro-Oeste,MT,Cuiabá,"Avenida Senador Filinto Müller, 853, Quilombo, Cuiabá, MT, 78043-409",78043-409,(65) 3616-4100,reitoria@ifmt.edu.br,https://ifmt.edu.br/inicio/,Julio César dos Santos,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/mato-grosso
ifmt_campus_alta_floresta,2015,IFMT,Instituto Federal de Mato Grosso,Campus Alta Floresta,Campus,Centro-Oeste,MT,Alta Floresta,"Rod. MT 208, lote 143 A, Bairro Gleba Alta Floresta, Alta Floresta, MT, 78580-000",78580-000,(66) 3512-7000,gabinete.alf@ifmt.edu.br,https://ifmt.edu.br/inicio/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/mato-grosso
ifmt_campus_barra_do_garcas,2010,IFMT,Instituto Federal de Mato Grosso,Campus Barra do Garças,Campus,Centro-Oeste,MT,Barra do Garças,"Estrada de Acesso a BR-158, Radial José Maurício Zampa, s/nº, Bairro Industrial, Barra do Garças, MT, 86000-000",86000-000,(66) 3402-0100,gabinete.bag@ifmt.edu.br,https://ifmt.edu.br/inicio/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/mato-grosso
ifmt_campus_caceres,1980,IFMT,Instituto Federal de Mato Grosso,Campus Cáceres,Campus,Centro-Oeste,MT,Cáceres,"Av. dos Ramires, s/nº, Distrito Industrial, Cáceres, MT, 78200-000",78200-000,(65) 3221-2600,gabinete.cas@ifmt.edu.br,https://ifmt.edu.br/inicio/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/mato-grosso
ifmt_campus_campo_novo_do_parecis,2008,IFMT,Instituto Federal de Mato Grosso,Campus Campo Novo do Parecis,Campus,Centro-Oeste,MT,Campo Novo do Parecis,"MT 235, Km 12; Zona Rural Caixa Postal 100, Campo Novo do Parecis, MT, 78360-000",78360-000,(65) 3382-6200,gabinete.cnp@ifmt.edu.br,https://ifmt.edu.br/inicio/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/mato-grosso
ifmt_campus_confresa,2010,IFMT,Instituto Federal de Mato Grosso,Campus Confresa,Campus,Centro-Oeste,MT,Confresa,"Av. Vilmar Fernandes, 300, Setor Santa Luzia, Confresa, MT, 78652-000",78652-000,(66) 3564-2600,gabinete.cfs@ifmt.edu.br,https://ifmt.edu.br/inicio/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/mato-grosso
ifmt_campus_cuiaba_bela_vista,2006,IFMT,Instituto Federal de Mato Grosso,Campus Cuiabá Bela Vista,Campus,Centro-Oeste,MT,Cuiabá,"Avenida Vereador Juliano da Costa Marques, s/n. Bela Vista, Cuiabá, MT, 78050-560",78050-560,(65) 3318-5100,gabinete.blv@ifmt.edu.br,https://ifmt.edu.br/inicio/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/mato-grosso
ifmt_campus_cuiaba,1909,IFMT,Instituto Federal de Mato Grosso,Campus Cuiabá,Campus,Centro-Oeste,MT,Cuiabá,"Rua Professora Zulmira Canavarros, 93; Centro, Cuiabá, MT, 78605-000",78605-000,(65) 3318-1400,gabinete.cba@ifmt.edu.br,https://ifmt.edu.br/inicio/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/mato-grosso
ifmt_campus_juina,2010,IFMT,Instituto Federal de Mato Grosso,Campus Juína,Campus,Centro-Oeste,MT,Juína,"Linha J, s/nº, Setor Chácara, Zona Rural, Juína, MT, 78320-000",78320-000,(66) 3566-7300,gabinete.jna@ifmt.edu.br,https://ifmt.edu.br/inicio/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/mato-grosso
ifmt_campus_pontes_e_lacerda,2008,IFMT,Instituto Federal de Mato Grosso,Campus Pontes e Lacerda,Campus,Centro-Oeste,MT,Pontes e Lacerda,"Rodovia MT 473, esquina com rodovia MT 246, (estrada para Vila Matão), Pontes e Lacerda, MT, 78250-000",78250-000,65) 3266-8200,gabinete.plc@ifmt.edu.br,https://ifmt.edu.br/inicio/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/mato-grosso
ifmt_campus_primavera_do_leste,2013,IFMT,Instituto Federal de Mato Grosso,Campus Primavera do Leste,Campus,Centro-Oeste,MT,Primavera do Leste,"Avenida Dom Aquino, 1.500, Bairro: Parque Eldorado, Primavera do Leste, MT, 78850-000",78850-000,(66) 3500-2900,gabinete.pdl@ifmt.edu.br,https://ifmt.edu.br/inicio/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/mato-grosso
ifmt_campus_rondonopolis,2010,IFMT,Instituto Federal de Mato Grosso,Campus Rondonópolis,Campus,Centro-Oeste,MT,Rondonópolis,"Rua Ananias Martins de Souza, 861; Vila Mineira, Rondonópolis, MT, 78721-520",78721-520,(65) 3427-2300,gabinete.roo@ifmt.edu.br,https://ifmt.edu.br/inicio/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/mato-grosso
ifmt_campus_sao_vicente,1943,IFMT,Instituto Federal de Mato Grosso,Campus São Vicente,Campus,Centro-Oeste,MT,Santo Antÿnio de Leverger,"Rodovia BR 364, Km 329, Vila São Vicente da Serra, Cuiabá, MT, 78840-000",78840-000,(65) 3341-2124,gabinete.svc@ifmt.edu.br,https://ifmt.edu.br/inicio/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/mato-grosso
ifmt_campus_sorriso,2013,IFMT,Instituto Federal de Mato Grosso,Campus Sorriso,Campus,Centro-Oeste,MT,Sorriso,"Rua dos Universitários, 799 - Santa Clara, Sorriso, MT, 78890-000",78890-000,(66) 3545-3700,gabinete.srs@ifmt.edu.br,https://ifmt.edu.br/inicio/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/mato-grosso
ifmt_campus_varzea_grande,2013,IFMT,Instituto Federal de Mato Grosso,Campus Várzea Grande,Campus,Centro-Oeste,MT,Várzea Grande,"Avenida Tiradentes, 1300 - Loteamento Jardim Manaíra, Bairro Jardim Petrópolis, Várzea Grande, MT, 78144-424",78144-424,(65) 3691-8000,gabinete.vgd@ifmt.edu.br,https://ifmt.edu.br/inicio/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/mato-grosso
ifmt_campus_avancado_diamantino,2014,IFMT,Instituto Federal de Mato Grosso,Campus Avançado Diamantino,Campus Avançado,Centro-Oeste,MT,Diamantino,"Rodovia Roberto Campos, Km 02 - Novo Diamantino, Diamantino, MT, 78400-970",78400-970,(65) 999807-1834,gabinete.dmt@ifmt.edu.br,https://ifmt.edu.br/inicio/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/mato-grosso
ifmt_campus_avancado_guaranta_do_norte,2016,IFMT,Instituto Federal de Mato Grosso,Campus Avançado Guarantã do Norte,Campus Avançado,Centro-Oeste,MT,Guarantã do Norte,"Linha Páscoa, KM 04, Zona Rural, Guarantã do Norte, MT, 78520-000",78520-000,(65) 99933-8976,gabinete.gta@ifmt.edu.br,https://ifmt.edu.br/inicio/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/mato-grosso
ifmt_campus_avancado_lucas_do_rio_verde,2016,IFMT,Instituto Federal de Mato Grosso,Campus Avançado Lucas do Rio Verde,Campus Avançado,Centro-Oeste,MT,Lucas do Rio Verde,"Av. Universitária, 1600 W - Parque das Emas, Lucas do Rio Verde, MT, 78455-000",78455-000,(65) 3548-4400,gabinete.lrv@ifmt.edu.br,https://ifmt.edu.br/inicio/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/mato-grosso
ifmt_campus_sinop,2016,IFMT,Instituto Federal de Mato Grosso,Campus Sinop,Campus,Centro-Oeste,MT,Sinop,"Rua das Avencas, 2377, Setor Comercial, Centro, Sinop, MT, 78550-178",78550-178,(65) 99952-0013,gabinete.snp@ifmt.edu.br,https://ifmt.edu.br/inicio/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/mato-grosso
ifmt_campus_avancado_tangara_da_serra,2014,IFMT,Instituto Federal de Mato Grosso,Campus Avançado Tangará da Serra,Campus Avançado,Centro-Oeste,MT,Tangará da Serra,"Rua 28, 980 N, Bairro Vila Horizonte, Tangará da Serra, MT, 78300-000",78300-000,(65) 3311-8500,gabinete.tga@ifmt.edu.br,https://ifmt.edu.br/inicio/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/mato-grosso
ifms_reitoria_do_instituto_federal_do_mato_grosso_do_sul,,IFMS,Instituto Federal de Mato Grosso do Sul,Reitoria do Instituto Federal do Mato Grosso do Sul,Reitoria,Centro-Oeste,MS,Campo Grande,"Rua Ceará, Santa Fé, Campo Grande, MS, 79021-000",79021-000,(67) 3378-9500,reitoria@ifms.edu.br,www.ifms.edu.br,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/mato-grosso-do-sul
ifms_campus_aquidauana,2011,IFMS,Instituto Federal de Mato Grosso do Sul,Campus Aquidauana,Campus,Centro-Oeste,MS,Aquidauana,"Rua José Tadao Arima, Vila Ycaraí, Aquidauana, MS, 79200-000",79200-000,(67) 3240-1600,aquidauana@ifms.edu.br,www.ifms.edu.br,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/mato-grosso-do-sul
ifms_campus_campo_grande,2011,IFMS,Instituto Federal de Mato Grosso do Sul,Campus Campo Grande,Campus,Centro-Oeste,MS,Campo Grande,"Rua Taquari, Santo Antônio, Campo Grande, MS, 79100-510",79100-510,(67) 3357-8509,campo.grande@ifms.edu.br,www.ifms.edu.br,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/mato-grosso-do-sul
ifms_campus_corumba,2011,IFMS,Instituto Federal de Mato Grosso do Sul,Campus Corumbá,Campus,Centro-Oeste,MS,Corumbá,"Rua Delamare, Centro, Corumbá, MS, 79331-040",79331-040,(67) 3234-9100,corumba@ifms.edu.br,www.ifms.edu.br,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/mato-grosso-do-sul
ifms_campus_coxim,2011,IFMS,Instituto Federal de Mato Grosso do Sul,Campus Coxim,Campus,Centro-Oeste,MS,Coxim,"Rua Salime Tanure, Santa Tereza, Coxim, MS, 79400-000",79400-000,(67) 3291-9600,coxim@ifms.edu.br,www.ifms.edu.br,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/mato-grosso-do-sul
ifms_campus_dourados,2016,IFMS,Instituto Federal de Mato Grosso do Sul,Campus Dourados,Campus,Centro-Oeste,MS,Dourados,"Rua Filinto Müller, Jardim Canaã I, Dourados, MS, 79833-520",79833-520,(67) 3410-8500,dourados@ifms.edu.br,www.ifms.edu.br,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/mato-grosso-do-sul
ifms_campus_jardim,2016,IFMS,Instituto Federal de Mato Grosso do Sul,Campus Jardim,Campus,Centro-Oeste,MS,Jardim,"Rodovia BR 060, Saída para Bela Vista, Jardim, MS, 79240-000",79240-000,(67) 3209-0200,jardim@ifms.edu.br,www.ifms.edu.br,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/mato-grosso-do-sul
ifms_campus_navirai,2016,IFMS,Instituto Federal de Mato Grosso do Sul,Campus Naviraí,Campus,Centro-Oeste,MS,Naviraí,"Rua Hilda, Boa Vista, Naviraí, MS, 79950-000",79950-000,(67) 3409-2500,navirai@ifms.edu.br,www.ifms.edu.br,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/mato-grosso-do-sul
ifms_campus_nova_andradina,2010,IFMS,Instituto Federal de Mato Grosso do Sul,Campus Nova Andradina,Campus,Centro-Oeste,MS,Nova Andradina,"Rodovia 473 MS km 23, Fazenda Santa Bárbara, Nova Andradina, MS, 79750-000",79750-000,(67) 3378-9510,nova.andradina@ifms.edu.br,www.ifms.edu.br,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/mato-grosso-do-sul
ifms_campus_ponta_pora,2011,IFMS,Instituto Federal de Mato Grosso do Sul,Campus Ponta Porã,Campus,Centro-Oeste,MS,Ponta Porã,"Rodovia BR 463 km 14, Caixa Postal 287, Centro, Ponta Porã, MS, 79900-000",79900-000,(67) 3437-9600,ponta.pora@ifms.edu.br,www.ifms.edu.br,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/mato-grosso-do-sul
ifms_campus_tres_lagoas,2011,IFMS,Instituto Federal de Mato Grosso do Sul,Campus Três Lagoas,Campus,Centro-Oeste,MS,Três Lagoas,"Rua Antônio Estevão Leal, Jardim das Paineiras, Três Lagoas, MS, 79641-162",79641-162,(67) 3509-9500,tres.lagoas@ifms.edu.br,www.ifms.edu.br,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/mato-grosso-do-sul
ifpa_reitoria_do_instituto_federal_do_para,,IFPA,Instituto Federal do Pará,Reitoria do Instituto Federal do Pará,Reitoria,Norte,PA,Belém,"Avenida João Paulo II, 514, Castanheira, Belém, PA, 66645-240",66645-240,(91) 3342-0551,gabinete.reitoria@ifpa.edu.br,www.ifpa.edu.br,Ana Paula Palheta Santana,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/para
ifpa_campus_abaetetuba,2008,IFPA,Instituto Federal do Pará,Campus Abaetetuba,Campus,Norte,PA,Abaetetuba,"Rua Rio de Janeiro, 3322, Francilândia, Abaetetuba, PA, 68440-000",68440-000,(91) 3751-6265,dg.abaetetuba@ifpa.edu.br,www.ifpa.edu.br,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/para
ifpa_campus_altamira,1987,IFPA,Instituto Federal do Pará,Campus Altamira,Campus,Norte,PA,Altamira,"Rodovia Ernesto Acioly, KM 03, Estrada do Forte - Nova Colina, Altamira, PA, 68370-630",68370-630,(93) 99169-9580,dg.altamira@ifpa.edu.br,www.ifpa.edu.br,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/para
ifpa_campus_ananindeua,2016,IFPA,Instituto Federal do Pará,Campus Ananindeua,Campus,Norte,PA,Ananindeua,"Estrada do Icuí Guajará s/n. Icuí-Guajará Ananindeua/ PA, PA, CE, 67125-000",67125-000,(91) 984097800,dg.ananindeua@ifpa.edu.br,www.ifpa.edu.br,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/para
ifpa_campus_vigia,2014,IFPA,Instituto Federal do Pará,Campus Vigia,Campus,Norte,PA,Vigia,"PA-140, Vigia, PA, 68780-000",68780-000,(91) 9 9185-0023,dg.vigia@ifpa.edu.br,www.ifpa.edu.br,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/para
ifpa_campus_belem,1909,IFPA,Instituto Federal do Pará,Campus Belém,Campus,Norte,PA,Belém,"Avenida Almirante Barroso, 1155, Marco, Belém, PA, 66093-020",66093-020,(91) 3342-0578,dg.belem@ifpa.edu.br,www.ifpa.edu.br,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/para
ifpa_campus_braganca,2008,IFPA,Instituto Federal do Pará,Campus Bragança,Campus,Norte,PA,Bragança,"Av. dos Bragançanos - Vila Sinhá, Bragança, PA, 68600-000",68600-000,(91) 99175-1696,dg.braganca@ifpa.edu.br,www.ifpa.edu.br,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/para
ifpa_campus_breves,2013,IFPA,Instituto Federal do Pará,Campus Breves,Campus,Norte,PA,Breves,"Rua Antônio Fulgencio da Silva, s/n. Parque Universitário, Breves, PA, 68800-000",68800-000,(91) 9174-2874,dg.breves@ifpa.edu.br,www.ifpa.edu.br,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/para
ifpa_campus_cameta,2016,IFPA,Instituto Federal do Pará,Campus Cametá,Campus,Norte,PA,Cametá,"Av. Euclides Figueiredo, S/N, Marambaia, Cametá, PA, 68400-000",68400-000,(91) 9917-7984,dg.cameta@ifpa.edu.br,www.ifpa.edu.br,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/para
ifpa_campus_castanhal,1921,IFPA,Instituto Federal do Pará,Campus Castanhal,Campus,Norte,PA,Castanhal,"Rodovia BR 316, Km 61, Saudade – Cristo Redentor, Castanhal, PA, 68740-970",68740-970,(91) 3412-1602,dg.castanhal@ifpa.edu.br,www.ifpa.edu.br,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/para
ifpa_campus_conceicao_do_araguaia,2010,IFPA,Instituto Federal do Pará,Campus Conceição do Araguaia,Campus,Norte,PA,Conceição do Araguaia,"Avenida Couto Magalhães, 1649, Universitário, Conceição do Araguaia, PA, 68540-000",68540-000,(94) 3421-1962,dg.cda@ifpa.edu.br,www.ifpa.edu.br,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/para
ifpa_campus_itaituba,2010,IFPA,Instituto Federal do Pará,Campus Itaituba,Campus,Norte,PA,Itaituba,"R. Universitário, s/n - Maria Magdalena, Itaituba, PA",,(93) 9160-6045,dg.itaituba@ifpa.edu.br,www.ifpa.edu.br,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/para
ifpa_campus_maraba_industrial,1987,IFPA,Instituto Federal do Pará,Campus Marabá Industrial,Campus,Norte,PA,Marabá,"Folha 22, Quadra Especial, Lote Especial II, Nova Marabá, Marabá, PA, 68508-970",68508-970,(94) 2101-6310,dg.industrialmaraba@ifpa.edu.br,www.ifpa.edu.br,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/para
ifpa_campus_maraba_rural,2010,IFPA,Instituto Federal do Pará,Campus Marabá Rural,Campus,Norte,PA,Marabá,"Rodovia BR 155, km 25, Caixa Postal 41, Zona Rural, Marabá, PA, 68502-120",68502-120,(94) 3324-5391,dg.crmb@ifpa.edu.br,www.ifpa.edu.br,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/para
ifpa_campus_obidos,2013,IFPA,Instituto Federal do Pará,Campus Óbidos,Campus,Norte,PA,Óbidos,"Rodovia PA-437 - Km02, Óbidos, PA, 68250-000",68250-000,(93) 99140-1643,dg.obidos@ifpa.edu.br,www.ifpa.edu.br,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/para
ifpa_campus_paragominas,2016,IFPA,Instituto Federal do Pará,Campus Paragominas,Campus,Norte,PA,Paragominas,"Avenida dos Cedros, s/nº, Bairro Juparanã. Paragominas, PA, CE, 68629-020",68629-020,(91) 98421-5357,dg.paragominas@ifpa.edu.br,www.ifpa.edu.br,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/para
ifpa_campus_parauapebas,2014,IFPA,Instituto Federal do Pará,Campus Parauapebas,Campus,Norte,PA,Parauapebas,"Rodovia PA 275, s/n. União, Parauapebas, PA, 68515-000",68515-000,(94) 98406-8512,dg.parauapebas@ifpa.edu.br,www.ifpa.edu.br,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/para
ifpa_campus_santarem,2010,IFPA,Instituto Federal do Pará,Campus Santarém,Campus,Norte,PA,Santarém,"Avenida Marechal Castelo Branco, 621, Interventória, Santarém, PA, 68020-820",68020-820,(93) 210-1046,dg.santarem@ifpa.edu.br,www.ifpa.edu.br,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/para
ifpa_campus_tucurui,1994,IFPA,Instituto Federal do Pará,Campus Tucuruí,Campus,Norte,PA,Tucuruí,"Rua Porto Colômbia, , Vila Permanente, Tucuruí, PA, 68455-695",68455-695,(94) 3778-2101,dg.tucurui@ifpa.edu.br,www.ifpa.edu.br,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/para
emufpa_escola_de_musica_universidade_federal_do_para_ufpa,,EMUFPA,Escola de Música - Universidade Federal do Pará (Ufpa),Escola de Música - Universidade Federal do Pará (Ufpa),Escola de Música,Norte,PA,Belém,"Av. Conselheiro Furtado, 2007, Cremação, Belém, PA, 66040-100",66040-100,(91) 3201-8724,executiva.emufpa@ufpa.br,https://www.emufpa.ufpa.br/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/para
ifpb_reitoria_do_instituto_federal_da_paraiba,,IFPB,Instituto Federal da Paraíba,Reitoria do Instituto Federal da Paraíba,Reitoria,Nordeste,PB,João Pessoa,"Avenida João da Mata, 256, Jaguaribe, João Pessoa, PB, 58015-020",58015-020,(83) 3612.9706,gabinete.reitoria@ifpb.edu.br,https://www.ifpb.edu.br/,Mary Roberta Meira Marinho,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/paraiba
ifpb_campus_cabedelo_centro,2015,IFPB,Instituto Federal da Paraíba,Campus Cabedelo Centro,Campus,Nordeste,PB,Cabedelo,"Rua Duque de Caxias, s/n. Centro, Cabedelo, PB, 58100-263",58100-263,(83) 991174053,"dcacc@ifpb.efdu.br ,",https://www.ifpb.edu.br/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/paraiba
ifpb_campus_avancado_mangabeira,2016,IFPB,Instituto Federal da Paraíba,Campus Avançado Mangabeira,Campus Avançado,Nordeste,PB,Coronel João Pessoa,"Rua Gutemberg Morais Paiva, 245 - Bancários João Pessoa – PB - CEP: 58051-025",58051-025,(83) 991197136,campus_mangabeira@ifpb.edu.br,https://www.ifpb.edu.br/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/paraiba
ifpb_campus_avancado_soledade,2016,IFPB,Instituto Federal da Paraíba,Campus Avançado Soledade,Campus Avançado,Nordeste,PB,Soledade,"BR-230, Km 115, s/n - São José, Soledade, PB, 58155-000",58155-000,(83) 99118.4667,campus_soledade@ifpb.edu.br,https://www.ifpb.edu.br/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/paraiba
ifpb_campus_cabedelo,2010,IFPB,Instituto Federal da Paraíba,Campus Cabedelo,Campus,Nordeste,PB,Cabedelo,"Rua Santa Rita de Cássia, 1900, Jardim Camboinha, Cabedelo, PB, 58103-772",58103-772,(83) 3248-5400,campus_cabedelo@ifpb.edu.br,https://www.ifpb.edu.br/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/paraiba
