UID,Ano_Criacao,Sigla_IF,Nome_IF,Campus_IF,Tipo_Unidade,Regioes,UF,Municipio,Endereco_Padronizado,CEP,Telefone,E-mail,Site,Dirigente,Fonte,Endereco_Geocodificacao_Base,latitude,longitude,geocode_status,geocode_precisao,geocode_confianca,geocode_query,geocode_endereco_retornado,geocode_osm_type,geocode_osm_id,geocode_importance,revisar_manual
ifg_campus_inhumas,2006,IFG,Instituto Federal de Goiás,Campus Inhumas,Campus,Centro-Oeste,GO,Inhumas,"Avenida Universitária s/n, Vale das Goiabeiras, Inhumas, GO, 75400-000",75400-000,(62) 3514-9501,gabinete.inhumas@ifg.edu.br,https://www.ifg.edu.br/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/goias,"Avenida Universitária s/n, Vale das Goiabeiras, Inhumas, GO, 75400-000, Brasil",-16.3523205,-49.5061069,ok,cep_municipio_uf,media,"75400-000, Inhumas, GO, Brasil","75400-000, Inhumas, Goiás, Região Centro-Oeste, Brasil",,,0.12000999999999995,False
ifg_campus_itumbiara,2008,IFG,Instituto Federal de Goiás,Campus Itumbiara,Campus,Centro-Oeste,GO,Itumbiara,"Avenida Furnas, Village Imperial, Village Imperial, Itumbiara, GO, 75524-010",75524-010,(64) 3432-5600,gabinete@itumbiara.ifg.edu.br,https://www.ifg.edu.br/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/goias,"Avenida Furnas, Village Imperial, Village Imperial, Itumbiara, GO, 75524-010, Brasil",-18.3951497,-49.2978345,ok,cep_municipio_uf,media,"75524-010, Itumbiara, GO, Brasil","DuPont do Brasil S.A, Itumbiara, Goiás, Região Centro-Oeste, Brasil",way,836833995.0,0.08005846570534826,False
ifg_campus_jatai,1988,IFG,Instituto Federal de Goiás,Campus Jataí,Campus,Centro-Oeste,GO,Jataí,"Rua Maria Vieira Cunha, Àrea Institucional 01, Residencial Flamboyant, Jataí, GO, 75804-714",75804-714,(64) 3605-0800,gabinete.jatai@jatai.ifg.edu.br,https://www.ifg.edu.br/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/goias,"Rua Maria Vieira Cunha, Àrea Institucional 01, Residencial Flamboyant, Jataí, GO, 75804-714, Brasil",-17.916215,-51.7567442,ok,cep_municipio_uf,media,"75804-714, Jataí, GO, Brasil","Rural Brasil Cnpj 55 ou 12, Jataí, Goiás, Região Centro-Oeste, 75802-385, Brasil",node,4701119197.0,0.10672417563134201,False
ifg_campus_luziania,2010,IFG,Instituto Federal de Goiás,Campus Luziânia,Campus,Centro-Oeste,GO,Luziânia,"Rua São Bartolomeu, área especial, Vila Esperança, Luziânia, GO, 72811-510",72811-510,(61) 3622-9700,gabinete.luziania@luziania.ifg.edu.br,https://www.ifg.edu.br/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/goias,"Rua São Bartolomeu, área especial, Vila Esperança, Luziânia, GO, 72811-510, Brasil",-16.1496056,-47.9521432,ok,cep_municipio_uf,media,"72811-510, Luziânia, GO, Brasil","Rua Brasil, Jardim Ingá, Luziânia, Goiás, Região Centro-Oeste, 72850-070, Brasil",way,159117091.0,0.05339168917372393,False
ifg_campus_senador_canedo,2014,IFG,Instituto Federal de Goiás,Campus Senador Canedo,Campus,Centro-Oeste,GO,Senador Canedo,"Rua Firmino Rodrigues do Nascimento, Qd. 1F, Lotes 21 e 22, Jardim Todos os Santos, Senador Canedo, GO, 75250-000",75250-000,(62) 9374-1784,gabinete.senadorcanedo@ifg.edu.br,https://www.ifg.edu.br/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/goias,"Rua Firmino Rodrigues do Nascimento, Qd. 1F, Lotes 21 e 22, Jardim Todos os Santos, Senador Canedo, GO, 75250-000, Brasil",-16.7010372,-49.1031594,ok,cep_municipio_uf,media,"75250-000, Senador Canedo, GO, Brasil","75250-000, Conjunto Habitacional Jardim Sabiá, Senador Canedo, Goiás, Região Centro-Oeste, Brasil",,,0.12000999999999995,False
ifg_campus_uruacu,2008,IFG,Instituto Federal de Goiás,Campus Uruaçu,Campus,Centro-Oeste,GO,Uruaçu,"Rua Isabel Fernandes Carvalho, qd. 28 e 29, Setor Central, Uruaçu, GO, 76400-000",76400-000,(62) 3357-3004,gabinete.uruacu@ifg.edu.br,https://www.ifg.edu.br/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/goias,"Rua Isabel Fernandes Carvalho, qd. 28 e 29, Setor Central, Uruaçu, GO, 76400-000, Brasil",-14.5265855,-49.1461512,ok,cep_municipio_uf,media,"76400-000, Uruaçu, GO, Brasil","76400-000, Vila JK, Uruaçu, Goiás, Região Centro-Oeste, Brasil",,,0.12000999999999995,False
ifg_campus_valparaiso_de_goias,2015,IFG,Instituto Federal de Goiás,Campus Valparaíso de Goiás,Campus,Centro-Oeste,GO,Valparaíso de Goiás,"Avenida Saia Velha, Km 06 Br 040, área 8, Parque Esplanada IV, Valparaíso de Goiás, GO, 72876-601",72876-601,(61)2101-0900,gabinete.valparaiso@ifg.edu.br,https://www.ifg.edu.br/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/goias,"Avenida Saia Velha, Km 06 Br 040, área 8, Parque Esplanada IV, Valparaíso de Goiás, GO, 72876-601, Brasil",-16.1001811,-47.9751525,ok,cep_municipio_uf,media,"72876-601, Valparaíso de Goiás, GO, Brasil","72876-601, Valparaíso de Goiás, Goiás, Região Centro-Oeste, Brasil",,,0.12000999999999995,False
if_goiano_reitoria_do_instituto_federal_goiano,,IF Goiano,Instituto Federal Goiano,Reitoria do Instituto Federal Goiano,Reitoria,Centro-Oeste,GO,Goiânia,"Rua 88, Setor Sul, Goiânia, GO, 74085-010",74085-010,(62) 3605-3601,gabinete@ifgoiano.edu.br,https://ifgoiano.edu.br/home/,Elias d e Pádua Monteiro,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/goias,"Rua 88, Setor Sul, Goiânia, GO, 74085-010, Brasil",-16.694287,-49.2449826,ok,endereco_padronizado,alta,"Rua 88, Setor Sul, Goiânia, GO, 74085-010, Brasil","Avenida A, Setor Sul, Goiânia, Goiás, Região Centro-Oeste, 74085-030, Brasil",way,247138048.0,0.05339994125276566,False
if_goiano_campus_catalao,,IF Goiano,Instituto Federal Goiano,Campus Catalão,Campus,Centro-Oeste,GO,Catalão,"Av. 20 de Agosto, Centro, Catalão, GO, 75701-050",75701-050,(64) 9206-9103,None,https://ifgoiano.edu.br/home/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/goias,"Av. 20 de Agosto, Centro, Catalão, GO, 75701-050, Brasil",-18.1673451,-47.9440148,ok,endereco_padronizado,alta,"Av. 20 de Agosto, Centro, Catalão, GO, 75701-050, Brasil","Avenida 20 de Agosto, Lago das Mansões Silva Leão, Catalão, Goiás, Região Centro-Oeste, 75701-050, Brasil",way,924059384.0,0.05339127870603491,False
if_goiano_campus_avancado_hidrolandia,2014,IF Goiano,Instituto Federal Goiano,Campus Avançado Hidrolândia,Campus Avançado,Centro-Oeste,GO,Hidrolândia,"Estrada São Braz, Zona Rural, Hidrolândia, GO, 75340-000",75340-000,(64) 8404-9337,hidrolandia@ifgoiano.edu.br,https://ifgoiano.edu.br/home/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/goias,"Estrada São Braz, Zona Rural, Hidrolândia, GO, 75340-000, Brasil",-16.9655254,-49.2279911,ok,cep_municipio_uf,media,"75340-000, Hidrolândia, GO, Brasil","75340-000, Hidrolândia, Goiás, Região Centro-Oeste, Brasil",,,0.12000999999999995,False
if_goiano_campus_avancado_ipameri,2014,IF Goiano,Instituto Federal Goiano,Campus Avançado Ipameri,Campus Avançado,Centro-Oeste,GO,Ipameri,"Avenida Vereador José Benevenuto Filho Qd. 11, Setor Universitário, Ipameri, GO, 75780-000",75780-000,(64) 3491-8400,ipameri@ifgoiano.edu.br,https://ifgoiano.edu.br/home/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/goias,"Avenida Vereador José Benevenuto Filho Qd. 11, Setor Universitário, Ipameri, GO, 75780-000, Brasil",-17.726217,-48.162573,ok,cep_municipio_uf,media,"75780-000, Ipameri, GO, Brasil","75780-000, Centro, Ipameri, Goiás, Região Centro-Oeste, Brasil",,,0.12000999999999995,False
if_goiano_campus_campos_belos,2016,IF Goiano,Instituto Federal Goiano,Campus Campos Belos,Campus,Centro-Oeste,GO,Campos Belos,"Rua B H Foreman, Chácara Asa Branca, Zona Rural, Campos Belos, GO, 73840-000",73840-000,(62) 9826-8780,camposbelos@ifgoiano.edu.br.,https://ifgoiano.edu.br/home/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/goias,"Rua B H Foreman, Chácara Asa Branca, Zona Rural, Campos Belos, GO, 73840-000, Brasil",-13.0349839,-46.768112,ok,municipio_uf,baixa,"Campos Belos, GO, Brasil","Campos Belos, Goiás, Região Centro-Oeste, Brasil",relation,334441.0,0.4971620278740877,True
if_goiano_campus_ceres,1993,IF Goiano,Instituto Federal Goiano,Campus Ceres,Campus,Centro-Oeste,GO,Ceres,"GO 154, KM 03, Cx. Postal 51, Zona Rural, Ceres, GO, 76300-000",76300-000,(62) 3307-7100,ceres@ifgoiano.edu.br,https://ifgoiano.edu.br/home/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/goias,"GO 154, KM 03, Cx. Postal 51, Zona Rural, Ceres, GO, 76300-000, Brasil",-15.3125765,-49.5909254,ok,cep_municipio_uf,media,"76300-000, Ceres, GO, Brasil","Avenida Brasil, Bela Vista, Ceres, Goiás, Região Centro-Oeste, 76310-000, Brasil",way,193229363.0,0.05338681239032574,False
if_goiano_campus_cristalina,2014,IF Goiano,Instituto Federal Goiano,Campus Cristalina,Campus,Centro-Oeste,GO,Cristalina,"Rua Araguaia, Loteamento 71 - Caixa Postal 166, Setor Oeste, Cristalina, GO, 73850-000",73850-000,(61) 3612-8500,cristalina@ifgoiano.edu.br,https://ifgoiano.edu.br/home/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/goias,"Rua Araguaia, Loteamento 71 - Caixa Postal 166, Setor Oeste, Cristalina, GO, 73850-000, Brasil",-16.7676914,-47.6123835,ok,cep_municipio_uf,media,"73850-000, Cristalina, GO, Brasil","73850-000, Centro, Cristalina, Goiás, Região Centro-Oeste, Brasil",,,0.12000999999999995,False
if_goiano_campus_ipora,2010,IF Goiano,Instituto Federal Goiano,Campus Iporá,Campus,Centro-Oeste,GO,Iporá,"Avenida Oeste S/N, Rodovia GO-060 - Saída para Piranhas, Santa Catarina, Iporá, GO, 76200-000",76200-000,(64) 3674-0400,ipora@ifgoiano.edu.br,https://ifgoiano.edu.br/home/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/goias,"Avenida Oeste S/N, Rodovia GO-060 - Saída para Piranhas, Santa Catarina, Iporá, GO, 76200-000, Brasil",-16.4385628,-51.1172929,ok,cep_municipio_uf,media,"76200-000, Iporá, GO, Brasil","76200-000, Iporá, Goiás, Região Centro-Oeste, Brasil",,,0.12000999999999995,False
if_goiano_campus_morrinhos,1997,IF Goiano,Instituto Federal Goiano,Campus Morrinhos,Campus,Centro-Oeste,GO,Morrinhos,"Br 153, Km 633, caixa postal, Zona Rural, Morrinhos, GO, 75650-000",75650-000,(64) 3413-0737,morrinhos@ifgoiano.edu.br,https://ifgoiano.edu.br/home/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/goias,"Br 153, Km 633, caixa postal, Zona Rural, Morrinhos, GO, 75650-000, Brasil",-17.7346001,-49.1199905,ok,cep_municipio_uf,media,"75650-000, Morrinhos, GO, Brasil","75650-000, Morrinhos, Goiás, Região Centro-Oeste, Brasil",,,0.12000999999999995,False
if_goiano_campus_posse,2015,IF Goiano,Instituto Federal Goiano,Campus Posse,Campus,Centro-Oeste,GO,Posse,"Rua Correntina, setor Dom Prudêncio, Posse, GO, 73900-000",73900-000,(62) 3481-3613,posse@ifgoiano.edu.br,https://ifgoiano.edu.br/home/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/goias,"Rua Correntina, setor Dom Prudêncio, Posse, GO, 73900-000, Brasil",-14.1415416,-46.3721911,ok,cep_municipio_uf,media,"73900-000, Posse, GO, Brasil","73900-000, Posse, Goiás, Região Centro-Oeste, Brasil",,,0.12000999999999995,False
if_goiano_campus_rio_verde,1968,IF Goiano,Instituto Federal Goiano,Campus Rio Verde,Campus,Centro-Oeste,GO,Rio Verde,"Rodovia Sul Goiana km 01,, Zona Rural, Rio Verde, GO, 75901-970",75901-970,(64) 3620-5600,rioverde@ifgoiano.edu.br,https://ifgoiano.edu.br/home/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/goias,"Rodovia Sul Goiana km 01,, Zona Rural, Rio Verde, GO, 75901-970, Brasil",-17.7998906,-50.9178254,ok,cep_municipio_uf,media,"75901-970, Rio Verde, GO, Brasil","75901-970, Rio Verde, Goiás, Região Centro-Oeste, Brasil",,,0.12000999999999995,False
if_goiano_campus_trindade,2016,IF Goiano,Instituto Federal Goiano,Campus Trindade,Campus,Centro-Oeste,GO,Trindade,"Avenida Wilson Monteiro da Rocha c/ Hélio Nogueira Silva, Setor Cristina II, Trindade, GO, 75380-000",75380-000,(62) 3605-3600,trindade@ifgoiano.edu.br,https://ifgoiano.edu.br/home/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/goias,"Avenida Wilson Monteiro da Rocha c/ Hélio Nogueira Silva, Setor Cristina II, Trindade, GO, 75380-000, Brasil",-16.6563121,-49.4891296,ok,cep_municipio_uf,media,"75380-000, Trindade, GO, Brasil","75380-000, Trindade, Goiás, Região Centro-Oeste, Brasil",,,0.12000999999999995,False
if_goiano_campus_urutai,1953,IF Goiano,Instituto Federal Goiano,Campus Urutaí,Campus,Centro-Oeste,GO,Urutaí,"Rodovia Geraldo Silva Nascimento, Km 2.5, Zona Rural, Urutaí, GO, 75790-000",75790-000,(64) 3465-1900,urutai@ifgoiano.edu.br,https://ifgoiano.edu.br/home/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/goias,"Rodovia Geraldo Silva Nascimento, Km 2.5, Zona Rural, Urutaí, GO, 75790-000, Brasil",-17.4640633,-48.2021071,ok,municipio_uf,baixa,"Urutaí, GO, Brasil","Urutaí, Goiás, Região Centro-Oeste, Brasil",relation,334482.0,0.49646407596644504,True
ifma_reitoria_do_instituto_federal_do_maranhao,,IFMA,Instituto Federal do Maranhão,Reitoria do Instituto Federal do Maranhão,Reitoria,Nordeste,MA,São Luís,"Avenida Colares Moreira, 477, Renascença, São Luís, MA, 65075-441",65075-441,(98) 98421-1007,gabinete@ifma.edu.br,https://portal.ifma.edu.br/,Carlos César Teixeira Ferreira,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/maranhao,"Avenida Colares Moreira, 477, Renascença, São Luís, MA, 65075-441, Brasil",-2.4989052,-44.28597,ok,endereco_padronizado,alta,"Avenida Colares Moreira, 477, Renascença, São Luís, MA, 65075-441, Brasil","Reitoria do IFMA, 477, Avenida Coronel Colares Moreira, Jardim Renascença II, Jardim Renascença, São Luís, Maranhão, Região Nordeste, 65075-441, Brasil",way,633099939.0,6.451743343247147e-05,False
ifma_campus_acailandia,2010,IFMA,Instituto Federal do Maranhão,Campus Açailândia,Campus,Nordeste,MA,Açailândia,"Avenida Projetada, s/n. Vila Progresso II, Açailândia, MA, 65930-000",65930-000,(99) 99206-5641,acailandia@ifma.edu.br,https://portal.ifma.edu.br/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/maranhao,"Avenida Projetada, s/n. Vila Progresso II, Açailândia, MA, 65930-000, Brasil",-4.9125586,-47.4513358,ok,cep_municipio_uf,media,"65930-000, Açailândia, MA, Brasil","65930-000, Açailândia, Maranhão, Região Nordeste, Brasil",,,0.12000999999999995,False
ifma_campus_alcantara,2010,IFMA,Instituto Federal do Maranhão,Campus Alcântara,Campus,Nordeste,MA,Alcântara,"Rua do Forte (Rua da Baronesa), Centro, Alcântara, MA, 65250-000",65250-000,(98) 3337-1009,campus.alcantara@ifma.edu.br,https://portal.ifma.edu.br/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/maranhao,"Rua do Forte (Rua da Baronesa), Centro, Alcântara, MA, 65250-000, Brasil",-2.3942427,-44.4845802,ok,cep_municipio_uf,media,"65250-000, Alcântara, MA, Brasil","65250-000, Alcântara, Maranhão, Região Nordeste, Brasil",,,0.12000999999999995,False
ifma_campus_araioses,2016,IFMA,Instituto Federal do Maranhão,Campus Araioses,Campus,Nordeste,MA,Araioses,"Rua José de Alencar, s/n. Cumprida, Araioses, MA, 65570-000",65570-000,(98) 98705-4368,campus.araioses@ifma.edu.br,https://portal.ifma.edu.br/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/maranhao,"Rua José de Alencar, s/n. Cumprida, Araioses, MA, 65570-000, Brasil",-2.9727405,-41.9838746,ok,cep_municipio_uf,media,"65570-000, Araioses, MA, Brasil","65570-000, Araioses, Maranhão, Região Nordeste, Brasil",,,0.12000999999999995,False
ifma_campus_carolina,2014,IFMA,Instituto Federal do Maranhão,Campus Carolina,Campus,Nordeste,MA,Carolina,"Praça do Estudante, n 64, Centro, Carolina, MA, 65980-000",65980-000,(99) 98402-6394,gabinete.carolina@ifma.edu.br,https://portal.ifma.edu.br/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/maranhao,"Praça do Estudante, n 64, Centro, Carolina, MA, 65980-000, Brasil",-7.3463484,-47.3750766,ok,cep_municipio_uf,media,"65980-000, Carolina, MA, Brasil","65980-000, Carolina, Maranhão, Região Nordeste, Brasil",,,0.12000999999999995,False
ifma_campus_avancado_porto_franco,2014,IFMA,Instituto Federal do Maranhão,Campus Avançado Porto Franco,Campus Avançado,Nordeste,MA,Porto Franco,"Escola Clarindo Santiago, Rua Custódio Barbosa, n 09, Centro, Porto Franco, MA, 65970-000",65970-000,(99) 98402-0497,dasg.portofranco@ifma.edu.br,https://portal.ifma.edu.br/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/maranhao,"Escola Clarindo Santiago, Rua Custódio Barbosa, n 09, Centro, Porto Franco, MA, 65970-000, Brasil",-6.3518765,-47.3286263,ok,cep_municipio_uf,media,"65970-000, Porto Franco, MA, Brasil","65970-000, Porto Franco, Maranhão, Região Nordeste, Brasil",,,0.12000999999999995,False
ifma_campus_avancado_rosario,2014,IFMA,Instituto Federal do Maranhão,Campus Avançado Rosário,Campus Avançado,Nordeste,MA,Rosário,"Avenida Principal, s/n, Residencial Valparaíso, Sapucaia, Rosário, MA, 65150-000",65150-000,(98) 98403-5818.,campus.rosario@ifma.edu.br,https://portal.ifma.edu.br/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/maranhao,"Avenida Principal, s/n, Residencial Valparaíso, Sapucaia, Rosário, MA, 65150-000, Brasil",-2.9405949,-44.2451274,ok,cep_municipio_uf,media,"65150-000, Rosário, MA, Brasil","65150-000, Rosário, Maranhão, Região Nordeste, Brasil",,,0.12000999999999995,False
ifma_campus_bacabal,2010,IFMA,Instituto Federal do Maranhão,Campus Bacabal,Campus,Nordeste,MA,Bacabal,"Av. Gov. João Alberto, s/n, Areal Bacabal, MA, 65700-000",65700-000,(99) 98448-7697,drg.bacabal@ifma.edu.br,https://portal.ifma.edu.br/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/maranhao,"Av. Gov. João Alberto, s/n, Areal Bacabal, MA, 65700-000, Brasil",-4.1929915,-44.7796945,ok,cep_municipio_uf,media,"65700-000, Bacabal, MA, Brasil","65700-000, Bacabal, Maranhão, Região Nordeste, Brasil",,,0.12000999999999995,False
ifma_campus_barra_do_corda,2010,IFMA,Instituto Federal do Maranhão,Campus Barra do Corda,Campus,Nordeste,MA,Barra do Corda,"Rodovia BR 226, s/n, Centro, Barra do Corda, MA, 65950-000",65950-000,(99) 98419-7529,campus.barradocorda@ifma.edu.br,https://portal.ifma.edu.br/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/maranhao,"Rodovia BR 226, s/n, Centro, Barra do Corda, MA, 65950-000, Brasil",-5.4937847,-45.2121544,ok,endereco_padronizado,alta,"Rodovia BR 226, s/n, Centro, Barra do Corda, MA, 65950-000, Brasil","Rodovia BR-226, Centro, Barra do Corda, Maranhão, Região Nordeste, 65950-000, Brasil",way,990525720.0,0.05338929045548177,False
ifma_campus_barreirinhas,2010,IFMA,Instituto Federal do Maranhão,Campus Barreirinhas,Campus,Nordeste,MA,Barreirinhas,"Rodovia MA-225, Km 04, Povoado Santa Cruz, Barreirinhas, MA, 65590-000",65590-000,(98) 98461-5242,barreirinhas@ifma.edu.br,https://portal.ifma.edu.br/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/maranhao,"Rodovia MA-225, Km 04, Povoado Santa Cruz, Barreirinhas, MA, 65590-000, Brasil",-2.8339723,-42.8940545,ok,cep_municipio_uf,media,"65590-000, Barreirinhas, MA, Brasil","65590-000, Barreirinhas, Maranhão, Região Nordeste, Brasil",,,0.12000999999999995,False
ifma_campus_buriticupu,2006,IFMA,Instituto Federal do Maranhão,Campus Buriticupu,Campus,Nordeste,MA,Buriticupu,"Rua Deputado Gastão Vieira, n 1000, Vila Masueto, Buriticupu, MA, 65393-000",65393-000,(98) 3664-6586,drg.buriticupu@ifma.edu.br,https://portal.ifma.edu.br/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/maranhao,"Rua Deputado Gastão Vieira, n 1000, Vila Masueto, Buriticupu, MA, 65393-000, Brasil",-4.3403578,-46.4300128,ok,cep_municipio_uf,media,"65393-000, Buriticupu, MA, Brasil","65393-000, Buriticupu, Maranhão, Região Nordeste, Brasil",,,0.12000999999999995,False
ifma_campus_caxias,2010,IFMA,Instituto Federal do Maranhão,Campus Caxias,Campus,Nordeste,MA,Caxias,"MA-340, Km 02, Gleba Buriti do Paraíso, Povoado Lamengo, Zona Rural, Caxias, MA, 65600-000",65600-000,(99) 98407-6025,campus.caxias@ifma.edu.br,https://portal.ifma.edu.br/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/maranhao,"MA-340, Km 02, Gleba Buriti do Paraíso, Povoado Lamengo, Zona Rural, Caxias, MA, 65600-000, Brasil",-4.8654201,-43.353664,ok,municipio_uf,baixa,"Caxias, MA, Brasil","Caxias, Maranhão, Região Nordeste, Brasil",relation,332983.0,0.48695080752007786,True
ifma_campus_codo,1993,IFMA,Instituto Federal do Maranhão,Campus Codó,Campus,Nordeste,MA,Codó,"Povoado Poraquê, s/n, Zona Rural, Codó, MA, 65400-000",65400-000,(99) 3669-3000,gabinete.codo@ifma.edu.br,https://portal.ifma.edu.br/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/maranhao,"Povoado Poraquê, s/n, Zona Rural, Codó, MA, 65400-000, Brasil",-4.5134475,-43.8700901,ok,cep_municipio_uf,media,"65400-000, Codó, MA, Brasil","65400-000, Codó, Maranhão, Região Nordeste, Brasil",,,0.12000999999999995,False
ifma_campus_coelho_neto,2013,IFMA,Instituto Federal do Maranhão,Campus Coelho Neto,Campus,Nordeste,MA,Coelho Neto,"MA-034, Av. Antonio Guimarães, s/n, Olho D’aguinha, Coelho Neto, MA, 65620-000",65620-000,(98) 98437-6551,campus.coelhoneto@ifma.edu.br,https://portal.ifma.edu.br/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/maranhao,"MA-034, Av. Antonio Guimarães, s/n, Olho D’aguinha, Coelho Neto, MA, 65620-000, Brasil",-4.2501579,-43.0531118,ok,cep_municipio_uf,media,"65620-000, Coelho Neto, MA, Brasil","65620-000, Coelho Neto, Maranhão, Região Nordeste, Brasil",,,0.12000999999999995,False
ifma_campus_grajau,2013,IFMA,Instituto Federal do Maranhão,Campus Grajaú,Campus,Nordeste,MA,Grajaú,"BR-226, s/n, Vila Nova, Grajaú, MA, 65940-000",65940-000,(99) 98403-1844,gabinete.grajau@ifma.edu.br,https://portal.ifma.edu.br/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/maranhao,"BR-226, s/n, Vila Nova, Grajaú, MA, 65940-000, Brasil",-5.7875796,-46.0572483,ok,cep_municipio_uf,media,"65940-000, Grajaú, MA, Brasil","65940-000, Grajaú, Maranhão, Região Nordeste, Brasil",,,0.12000999999999995,False
ifma_campus_imperatriz,1987,IFMA,Instituto Federal do Maranhão,Campus Imperatriz,Campus,Nordeste,MA,Imperatriz,"Avenida Newton Bello, s/n, Vila Maria, Imperatriz, MA, 65906-335",65906-335,(99) 3525-4745,gabinete.itz@ifma.edu.br,https://portal.ifma.edu.br/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/maranhao,"Avenida Newton Bello, s/n, Vila Maria, Imperatriz, MA, 65906-335, Brasil",-5.490963,-47.4966472,ok,cep_municipio_uf,media,"65906-335, Imperatriz, MA, Brasil","65906-335, Imperatriz, Maranhão, Região Nordeste, Brasil",,,0.12000999999999995,False
ifma_campus_itapecuru_mirim,2016,IFMA,Instituto Federal do Maranhão,Campus Itapecuru Mirim,Campus,Nordeste,MA,Itapecuru-Mirim,"Rua Prof. João Batista Pereira dos Santos, s/n, Centro, Itapecuru Mirim, MA, 65485-000",65485-000,(98) 9992-1741,gabinete.itapecuru@ifma.edu.br,https://portal.ifma.edu.br/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/maranhao,"Rua Prof. João Batista Pereira dos Santos, s/n, Centro, Itapecuru Mirim, MA, 65485-000, Brasil",-3.395189,-44.3328641,ok,cep_municipio_uf,media,"65485-000, Itapecuru-Mirim, MA, Brasil","65485-000, Itapecuru-Mirim, Maranhão, Região Nordeste, Brasil",,,0.12000999999999995,False
ifma_campus_mirinzal,,IFMA,Instituto Federal do Maranhão,Campus Mirinzal,Campus,Nordeste,MA,Mirinzal,"MA-006 (BR 308), Bairro Barreiro, Mirinzal, MA, 65265-000",65265-000,(98) 984138246,cered.mirinzal@ifma.edu.br,https://portal.ifma.edu.br/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/maranhao,"MA-006 (BR 308), Bairro Barreiro, Mirinzal, MA, 65265-000, Brasil",-2.0416183,-44.7880494,ok,cep_municipio_uf,media,"65265-000, Mirinzal, MA, Brasil","65265-000, Mirinzal, Maranhão, Região Nordeste, Brasil",,,0.12000999999999995,False
ifma_campus_pedreiras,2013,IFMA,Instituto Federal do Maranhão,Campus Pedreiras,Campus,Nordeste,MA,Pedreiras,"Rodovia MA 381, Km 0, Diogo, Pedreiras, MA, 65725-000",65725-000,(99) 98414-1592,campus.pedreiras@ifma.edu.br,https://portal.ifma.edu.br/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/maranhao,"Rodovia MA 381, Km 0, Diogo, Pedreiras, MA, 65725-000, Brasil",-4.6027458,-44.5913324,ok,cep_municipio_uf,media,"65725-000, Pedreiras, MA, Brasil","65725-000, Pedreiras, Maranhão, Região Nordeste, Brasil",,,0.12000999999999995,False
